06 3032 2718.593103448276
83 2932 2407.4189189189187
04 2895 1757.1453488372092
84 2894 2223.9517241379313
30 2852 1820.7005988023952
13 2817 3004.0169491525426
05 2784 1845.5
34 2759 1850.3661538461538
26 2633 1688.0263157894738
66 2516 1747.9317073170732
11 2349 1237.8201634877385
48 2305 1341.5140186915887
12 2304 1194.6666666666667
15 2223 1113.923076923077
69 2202 2078.9207547169813
38 2198 1852.6727642276423
81 2185 1192.8920863309352
07 2184 1605.3512658227849
01 2177 1692.3107049608354
31 2146 1536.189453125
09 2136 1217.2528301886794
32 2130 1245.0169491525423
19 2128 1109.3796296296296
82 2126 1275.4943820224719
16 2120 1030.727002967359
40 2118 1463.41059602649
46 2109 1276.3144876325089
65 2107 1316.9277108433735
71 2104 1165.7533460803058
24 2093 1215.7775175644028
64 2088 1366.7640449438202
33 2079 1536.0815533980583
86 2077 1071.929411764706
47 2067 1163.8191126279864
79 2062 1020.5368852459017
74 2057 3075.2129963898915
44 2043 1695.512077294686
73 2035 2168.063909774436
18 2021 1053.3969465648854
21 2015 1327.090909090909
63 2002 1217.3691588785048
39 1992 1193.5586734693877
37 1978 1289.9436090225563
25 1970 1464.6205357142858
43 1969 1088.5656108597284
52 1962 1039.4705882352941
70 1954 1064.3427561837457
87 1954 1026.758064516129
36 1954 991.0092165898618
58 1953 971.4280575539568
03 1928 957.3250883392226
23 1909 937.4761904761905
49 1908 1296.9829545454545
89 1889 1136.3116883116884
10 1868 1135.096654275093
45 1863 1270.2254901960785
56 1857 1467.2620967741937
41 1854 1201.5658914728683
88 1846 978.6095505617977
42 1833 1263.6006493506493
53 1826 1068.7982832618027
54 1825 1197.858037578288
28 1784 1349.4928774928776
51 1781 1470.5756676557864
91 1777 2580.20207253886
72 1769 1088.7402985074627
85 1749 1340.84375
77 1746 1978.664
35 1727 1417.5424242424242
61 1727 1043.1189024390244
55 1725 1013.5575221238938
02 1707 1109.681887366819
14 1704 1428.7361963190185
60 1688 1679.5353846153846
78 1681 2575.4806201550387
50 1678 1174.1130221130222
80 1669 1257.651632970451
29 1658 1290.328413284133
22 1648 1186.5872093023256
17 1648 1423.7551487414187
27 1609 1280.1042944785277
08 1581 1179.1267605633802
95 1572 2713.870056497175
62 1559 1285.4202192448233
76 1538 1255.1037593984963
94 1509 4014.574468085106
93 1508 3351.05
59 1501 1457.3432601880877
92 1287 5488.111111111111
